"seqnames","start","end","width","strand","gene_id","gene_type","gene_name","full_name","ENTREZID","logFC","AveExpr","P.Value","adj.P.val"
"chr2",222503883,222504843,961,"-","ENSG00000234285.1","processed_pseudogene","GAPDHP49","glyceraldehyde 3 phosphate dehydrogenase pseudogene 49","100421189",6.86048645574675,0.666511020613444,9.33171356775107e-06,3.92585959194522e-05
"chr1",147203276,147204932,1657,"-","ENSG00000226015.2","processed_pseudogene","CCT8P1","chaperonin containing TCP1 subunit 8 pseudogene 1","644131",1.05965210550257,3.7734777605442,6.57068020565e-06,2.92902677373234e-05
"chr1",25959767,25998117,38351,"-","ENSG00000158006.14","protein_coding","PAFAH2","platelet activating factor acetylhydrolase 2","5051",-2.54475154069209,1.92715348258105,8.78405875117415e-06,3.73283305705012e-05
"chr20",49046246,49096960,50715,"+","ENSG00000124207.17","protein_coding","CSE1L","chromosome segregation 1 like","1434",-1.42843025745444,5.75289061368864,5.49302218524248e-06,2.54470842933072e-05
"chr8",70109782,70403808,294027,"-","ENSG00000140396.13","protein_coding","NCOA2","nuclear receptor coactivator 2","10499",-1.25818207966293,4.37693437270347,6.02503751375193e-06,2.74664042625953e-05
"chr7",30167804,30168004,201,"+","ENSG00000225907.1","processed_pseudogene","RPS27P16","ribosomal protein S27 pseudogene 16","100271119",5.8081339385234,-2.86807583814712,6.72226253183577e-06,2.98449238012236e-05
"chr2",44316281,44361862,45582,"-","ENSG00000138078.16","protein_coding","PREPL","prolyl endopeptidase like","9581",-2.1289606016067,2.74348474093004,8.05511283361539e-06,3.4674117822797e-05
"chr3",56557161,56621837,64677,"+","ENSG00000180376.17","protein_coding","CCDC66","coiled-coil domain containing 66","285331",-2.05627745814665,2.51120092724189,8.46950921909121e-06,3.62395562183756e-05
"chr13",39038306,39050109,11804,"+","ENSG00000188811.14","protein_coding","NHLRC3","NHL repeat containing 3","387921",-3.25631684696472,1.06404382750149,9.80332337965122e-06,4.09053975248473e-05
"chr4",4415742,4542346,126605,"-","ENSG00000168818.10","protein_coding","STX18","syntaxin 18","53407",-1.2951437492797,3.14085817737917,7.57344620331066e-06,3.29381509609435e-05
"chr8",144393229,144409335,16107,"-","ENSG00000071894.17","protein_coding","CPSF1","cleavage and polyadenylation specific factor 1","29894",-2.16947642809922,3.51688890936652,7.53031700328634e-06,3.27974051916123e-05
"chr19",1941172,1981338,40167,"+","ENSG00000133275.16","protein_coding","CSNK1G2","casein kinase 1 gamma 2","1455",-1.88070155896367,4.89033931693769,6.30656948696849e-06,2.84412747033834e-05
"chr12",123620406,123633766,13361,"-","ENSG00000111361.13","protein_coding","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha","1967",-1.09388389551665,5.47594703937069,5.70820633351249e-06,2.62735643965506e-05
"chr12",113221050,113298585,77536,"+","ENSG00000186815.12","protein_coding","TPCN1","two pore segment channel 1","53373",-1.57699713044863,4.64113005573423,6.23694850623737e-06,2.82342469292184e-05
"chr22",36860988,36878017,17030,"+","ENSG00000100365.16","protein_coding","NCF4","neutrophil cytosolic factor 4","4689",-1.24954804938537,5.49222812586416,5.63664729770714e-06,2.59776709491425e-05
"chr2",191678068,191741097,63030,"+","ENSG00000173559.14","protein_coding","NABP1","nucleic acid binding protein 1","64859",2.75195064370244,7.91007125070753,5.36575833397642e-06,2.49383829920368e-05
"chr7",101154456,101161596,7141,"+","ENSG00000106367.15","protein_coding","AP1S1","adaptor related protein complex 1 subunit sigma 1","1174",-4.96676434825538,0.107592880127368,8.54574312629925e-06,3.64783483852517e-05
"chr12",26315715,26317813,2099,"+","ENSG00000288532.1","lncRNA","AC055720.3",NA,NA,7.24866395558311,-3.27886837706179,5.835209731135e-06,2.67289648697421e-05
"chr20",63558086,63574239,16154,"-","ENSG00000130589.16","protein_coding","HELZ2","helicase with zinc finger 2","85441",4.64919713905219,4.1694486217938,7.12044992530086e-06,3.13400702657959e-05
"chr7",81699010,81770438,71429,"-","ENSG00000019991.18","protein_coding","HGF","hepatocyte growth factor","3082",-3.30723174604144,2.28636578328497,8.86007771690778e-06,3.7595464906879e-05
"chr9",99821855,99866891,45037,"+","ENSG00000119508.18","protein_coding","NR4A3","nuclear receptor subfamily 4 group A member 3","8013",7.65720173727811,1.37760487200772,1.02693541661539e-05,4.24900848455955e-05
"chr17",54951902,54968703,16802,"-","ENSG00000166260.13","protein_coding","COX11","cytochrome c oxidase copper chaperone COX11","1353",-3.29933944103502,0.438774988381018,1.03761045058312e-05,4.28325354160101e-05
"chr5",36151989,36184319,32331,"+","ENSG00000145604.16","protein_coding","SKP2","S-phase kinase associated protein 2","6502",-4.97742017833916,-0.446934473251046,9.34589096076074e-06,3.92950983391373e-05
"chr6",31827738,31830254,2517,"+","ENSG00000204388.7","protein_coding","HSPA1B","heat shock protein family A (Hsp70) member 1B","3304",2.94879945398702,3.33317889749107,7.09096121786457e-06,3.12378791242817e-05
"chr6",129576132,129710177,134046,"-","ENSG00000146376.11","protein_coding","ARHGAP18","Rho GTPase activating protein 18","93663",-1.92809964378819,6.57192953105037,5.56117518405654e-06,2.56961545454773e-05
"chr15",49621037,49656232,35196,"+","ENSG00000104047.15","protein_coding","DTWD1","DTW domain containing 1","56986",-2.00368180702169,1.91368191881673,9.03316449501589e-06,3.81711982077172e-05
"chr9",137077517,137084539,7023,"+","ENSG00000197355.11","protein_coding","UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","91373",-2.79460943641349,3.96856956988434,7.38705606228193e-06,3.22748837803737e-05
"chr3",25782917,25794534,11618,"+","ENSG00000151093.8","protein_coding","OXSM","3-oxoacyl-ACP synthase, mitochondrial","54995",-1.89433250404523,1.43451924186251,9.98709504409603e-06,4.1514584490835e-05
"chr12",118063593,118136026,72434,"-","ENSG00000176834.14","protein_coding","VSIG10","V-set and immunoglobulin domain containing 10","54621",-3.46608560054227,0.465475278174892,1.05113587845697e-05,4.33032822823377e-05
"chr19",11925068,11950773,25706,"+","ENSG00000196757.8","protein_coding","ZNF700","zinc finger protein 700","90592",-2.45034568447316,2.05095656023768,9.41500951221099e-06,3.94544211745219e-05
"chr19",57977053,58003349,26297,"-","ENSG00000166704.11","protein_coding","ZNF606","zinc finger protein 606","80095",-1.99420903196332,2.08763661653556,9.2562045370773e-06,3.89868497114456e-05
"chr19",9560353,9584533,24181,"-","ENSG00000197961.11","protein_coding","ZNF121","zinc finger protein 121","7675",1.4034890717642,5.04915894270121,6.16681197261437e-06,2.79699183024576e-05
"chr9",105694541,105776629,82089,"+","ENSG00000095209.12","protein_coding","TMEM38B","transmembrane protein 38B","55151",1.09283928448851,4.49840791467973,6.40041090545214e-06,2.87736534317793e-05
"chr12",122870059,122888720,18662,"-","ENSG00000280138.1","TEC","AC027290.3",NA,NA,2.24678688577407,3.16930503195481,7.70450053322651e-06,3.33760458211665e-05
"chr4",15778275,15853232,74958,"+","ENSG00000004468.13","protein_coding","CD38","CD38 molecule","952",5.90224903702373,1.05256220265951,1.05822881942717e-05,4.35327242820502e-05
"chr20",5126879,5197887,71009,"+","ENSG00000101290.14","protein_coding","CDS2","CDP-diacylglycerol synthase 2","8760",-1.86710567075406,5.29466219897643,6.28039355740756e-06,2.83769711431631e-05
"chr2",3497366,3519531,22166,"-","ENSG00000182551.14","protein_coding","ADI1","acireductone dioxygenase 1","55256",-1.76310716772138,4.52233347411583,6.72591480384678e-06,2.98478007523912e-05
"chr11",96352769,96389956,37188,"-","ENSG00000149231.15","protein_coding","CCDC82","coiled-coil domain containing 82","79780",1.33762642893961,5.96152477956967,5.76575168412948e-06,2.64787188399736e-05
"chr17",75516060,75524735,8676,"+","ENSG00000182173.13","protein_coding","TSEN54","tRNA splicing endonuclease subunit 54","283989",-5.30763223587025,0.776869124416225,1.00945435969584e-05,4.1849603203427e-05
"chr8",64580365,64583627,3263,"+","ENSG00000180828.3","protein_coding","BHLHE22","basic helix-loop-helix family member e22","27319",5.35801271762484,-4.20628994478787,5.28276250254733e-06,2.46408187639222e-05
"chr14",24171853,24180257,8405,"+","ENSG00000100918.13","protein_coding","REC8","REC8 meiotic recombination protein","9985",2.54518227499094,1.64395785237057,9.40597840981099e-06,3.94316941141343e-05
"chr14",63371364,63543377,172014,"-","ENSG00000154001.14","protein_coding","PPP2R5E","protein phosphatase 2 regulatory subunit B'epsilon","5529",-1.12715172807593,5.44742055363996,6.05718773985475e-06,2.75602042163391e-05
"chr19",33080899,33130542,49644,"+","ENSG00000076650.7","protein_coding","GPATCH1","G-patch domain containing 1","55094",-1.57226004546163,2.45717611275172,8.82147646727119e-06,3.74554411565229e-05
"chr14",67647085,67674820,27736,"-","ENSG00000100568.11","protein_coding","VTI1B","vesicle transport through interaction with t-SNAREs 1B","10490",-1.07868669601488,5.394703425718,6.06870673870939e-06,2.75862593623739e-05
"chr12",57243453,57251188,7736,"-","ENSG00000185482.8","protein_coding","STAC3","SH3 and cysteine rich domain 3","246329",-3.18527705804396,-0.121367952335105,1.05151978826186e-05,4.33066105935348e-05
"chr7",5431335,5513809,82475,"-","ENSG00000155034.19","protein_coding","FBXL18","F-box and leucine rich repeat protein 18","80028",-1.51880678253259,1.71336049608623,9.86052078278231e-06,4.10840654487054e-05
"chr6",31959117,31969751,10635,"+","ENSG00000204351.12","protein_coding","SKIV2L","SKI2 subunit of superkiller complex","6499",-1.21044143770479,4.14398971907951,7.08553215550815e-06,3.12248605508158e-05
"chr7",149838375,149867479,29105,"+","ENSG00000106479.11","protein_coding","ZNF862","zinc finger protein 862","643641",-3.5536531920863,-0.0584963473747405,1.05989335060274e-05,4.35761044606081e-05
"chr12",49366584,49527425,160842,"+","ENSG00000123352.18","protein_coding","SPATS2","spermatogenesis associated serine rich 2","65244",-3.4160427853101,0.821702837975154,1.08606401627238e-05,4.44856553912944e-05
"chrM",4470,5511,1042,"+","ENSG00000198763.3","protein_coding","MT-ND2","NADH dehydrogenase subunit 2","4536",1.16067508804138,8.94220629982117,5.6928991631797e-06,2.62115534464545e-05
"chr22",38742625,38743115,491,"+","ENSG00000272669.1","lncRNA","AL021707.6",NA,NA,2.69684183430661,-0.00828028165357349,1.08845380813671e-05,4.4557992999568e-05
"chr19",58401504,58418327,16824,"+","ENSG00000171574.18","protein_coding","ZNF584","zinc finger protein 584","201514",-4.07265631055286,1.66028319576945,1.0820248611953e-05,4.43456373835262e-05
"chr6",166364919,166383013,18095,"-","ENSG00000060762.19","protein_coding","MPC1","mitochondrial pyruvate carrier 1","51660",-1.63973365177326,2.53050677853983,8.76965212661293e-06,3.72781969452302e-05
"chr8",103088796,103090671,1876,"+","ENSG00000253556.1","processed_pseudogene","MTCO1P4","MT-CO1 pseudogene 4","106480684",6.9284211928306,-2.5928172371982,6.47060286990475e-06,2.90170880867238e-05
"chr8",132775358,132848807,73450,"+","ENSG00000129292.20","protein_coding","PHF20L1","PHD finger protein 20 like 1","51105",1.00003342277959,6.00007680389115,5.80953939218798e-06,2.66455503358554e-05
"chr17",42188799,42194532,5734,"-","ENSG00000167925.16","protein_coding","GHDC","GH3 domain containing","84514",-1.76841326312581,2.14561491746688,9.51114310167787e-06,3.97908349908263e-05
"chr19",16517894,16542437,24544,"-","ENSG00000085872.15","protein_coding","CHERP","calcium homeostasis endoplasmic reticulum protein","10523",1.12033871072752,4.70009169863995,6.5973749037515e-06,2.93726068089429e-05
"chr7",44958999,44960909,1911,"-","ENSG00000260997.1","lncRNA","AC004847.1",NA,NA,2.64071891642936,1.58506012170965,9.96754694265676e-06,4.14574507044359e-05
"chr19",49453225,49471050,17826,"+","ENSG00000161618.10","protein_coding","ALDH16A1","aldehyde dehydrogenase 16 family member A1","126133",-1.68418319872982,3.1162204132694,8.53038404287877e-06,3.64236691035891e-05
"chr15",74899992,74906883,6892,"-","ENSG00000178761.15","protein_coding","FAM219B","family with sequence similarity 219 member B","57184",-1.8551147321597,3.36426544096404,8.34013892712609e-06,3.57609738450932e-05
"chr7",74964705,75031528,66824,"+","ENSG00000274070.2","protein_coding","CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2","729438",-7.5272041376616,-0.999908426086374,6.07820136087163e-06,2.76180422759813e-05
"chr6",83067666,83171350,103685,"+","ENSG00000083097.14","protein_coding","DOP1A","DOP1 leucine zipper like protein A","23033",-2.29575000056947,2.98132296834174,8.59467687681898e-06,3.66434343596278e-05
"chr19",1905399,1913447,8049,"+","ENSG00000213638.6","protein_coding","ADAT3","adenosine deaminase tRNA specific 3","113179",-2.13045443204837,1.30021184354245,1.07336135374928e-05,4.40917586573201e-05
"chr3",98579446,98593648,14203,"-","ENSG00000080819.9","protein_coding","CPOX","coproporphyrinogen oxidase","1371",-2.9847613242983,2.10870141005511,9.87635275381127e-06,4.11380325929159e-05
"chr20",23148086,23149939,1854,"+","ENSG00000279164.1","TEC","AL118508.2",NA,NA,5.39463655854436,-1.75703181397272,8.89891261760182e-06,3.77154448435708e-05
"chr5",148312419,148315922,3504,"+","ENSG00000145879.11","protein_coding","SPINK7","serine peptidase inhibitor Kazal type 7","84651",5.96991084511108,-3.69068869099886,6.01316659215791e-06,2.74242735042277e-05
"chr20",35455164,35519280,64117,"+","ENSG00000126001.16","protein_coding","CEP250","centrosomal protein 250","11190",-2.75291979360295,1.49891014161752,1.09303708800224e-05,4.46560505470058e-05
"chr17",30964935,30965500,566,"-","ENSG00000265743.1","lncRNA","AC138207.5",NA,NA,-4.67625518730022,-0.80243660299448,8.98016012933683e-06,3.79696797182111e-05
"chr17",63432304,63446354,14051,"-","ENSG00000008283.16","protein_coding","CYB561","cytochrome b561","1534",1.70698017676466,2.29347309679092,8.9772232644393e-06,3.79696074541486e-05
"chr15",52581317,52709817,128501,"-","ENSG00000047346.12","protein_coding","FAM214A","atos homolog A","56204",-1.79985305739746,1.84439954269466,9.58276406739877e-06,4.00552809335653e-05
"chr6",154154496,154356792,202297,"-","ENSG00000074706.13","protein_coding","IPCEF1","interaction protein for cytohesin exchange factors 1","26034",-7.93528391536505,0.968164728569412,1.09175881935903e-05,4.46293512222674e-05
"chr10",99659509,99711241,51733,"+","ENSG00000198018.7","protein_coding","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7","57089",1.56348487013637,5.29425611146665,6.55041855298809e-06,2.92394778399963e-05
"chr16",14071319,14266773,195455,"+","ENSG00000186260.17","protein_coding","MRTFB","myocardin related transcription factor B","57496",-2.74164118891305,3.67805571070635,7.9502361296255e-06,3.43053529398851e-05
"chr20",2206683,2207397,715,"-","ENSG00000287561.1","lncRNA","AL121899.4",NA,NA,5.13429638441543,-2.63169428059643,6.72106460215406e-06,2.98449238012236e-05
"chr12",120503279,120534434,31156,"-","ENSG00000110871.15","protein_coding","COQ5","coenzyme Q5, methyltransferase","84274",-1.660795087736,2.38658676541661,9.39040180597692e-06,3.94088151060954e-05
"chr6",11722547,11731923,9377,"+","ENSG00000287593.1","lncRNA","AL022724.3",NA,NA,7.06471999166518,-2.83807654545449,6.57821788127765e-06,2.93147220429862e-05
"chr17",16620734,16653856,33123,"-","ENSG00000197566.10","protein_coding","ZNF624","zinc finger protein 624","57547",-3.04494617890433,1.67028275595556,1.08568067704068e-05,4.44827067188995e-05
"chrX",136665547,136780932,115386,"-","ENSG00000129675.16","protein_coding","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6","9459",-2.4296980965859,3.77986552424441,7.98996693546557e-06,3.44663821277164e-05
"chr18",13279415,13280110,696,"-","ENSG00000279275.1","TEC","AP002505.2",NA,NA,-5.664649661272,-2.85106949655671,4.68765353479851e-06,2.2428836587966e-05
"chr6",10694972,10709782,14811,"+","ENSG00000111845.5","protein_coding","PAK1IP1","PAK1 interacting protein 1","55003",1.49990471659206,4.16324298632254,7.30206329031514e-06,3.19328369233953e-05
"chr4",760202,781859,21658,"-","ENSG00000249592.6","lncRNA","AC139887.2","PCGF3 antisense RNA 1","100129917",1.52171401835077,2.80198025649551,8.48116261603862e-06,3.62785539806419e-05
"chr15",42273233,42356935,83703,"+","ENSG00000214013.9","protein_coding","GANC","glucosidase alpha, neutral C","2595",-1.66906053320565,2.75490464300557,8.71734395912139e-06,3.70999979576906e-05
"chr5",36192589,36242279,49691,"-","ENSG00000152620.13","protein_coding","NADK2","NAD kinase 2, mitochondrial","133686",-2.23496050513857,2.65860336946426,9.56683134822348e-06,4.00003861492739e-05
"chr20",36651766,36746090,94325,"-","ENSG00000101079.21","protein_coding","NDRG3","NDRG family member 3","57446",-3.07920104252997,2.01690086083012,1.03754400768769e-05,4.28325354160101e-05
"chr19",18193218,18196948,3731,"+","ENSG00000254858.10","protein_coding","MPV17L2","MPV17 mitochondrial inner membrane protein like 2","84769",-2.237808346349,2.31179936597361,9.78941629702877e-06,4.08593019677622e-05
"chr8",11842524,11869448,26925,"-","ENSG00000164733.21","protein_coding","CTSB","cathepsin B","1508",-1.33257632019411,11.6093723009482,6.26377523225727e-06,2.83287612355998e-05
